work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size,salary_range
2022,Entry-level,Part-time,Data Analyst,34320,United States,Remote,United States,Small,25K-50K
2022,Mid-level,Full-time,Business Data Analyst,9289,Brazil,Remote,Brazil,Medium,<25K
2023,Senior-level,Full-time,Head of Data,75116,Portugal,Remote,Portugal,Large,50K–100K
2022,Executive-level,Full-time,Data Science Manager,106000,UZ,On-site,Russia,Large,100K–150K
2023,Senior-level,Full-time,Data Analyst,175000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,122000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,93800,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Science Manager,150000,Mexico,Remote,Mexico,Medium,100K–150K
2023,Senior-level,Full-time,Data Science Manager,90000,Mexico,Remote,Mexico,Medium,50K–100K
2023,Entry-level,Full-time,Computer Vision Engineer,220000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,BI Data Analyst,71897,Germany,Remote,Germany,Medium,50K–100K
2023,Entry-level,Full-time,AI Developer,64385,Germany,On-site,Germany,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,15806,India,Remote,India,Small,<25K
2023,Mid-level,Full-time,Machine Learning Engineer,200000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Engineer,175000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Scientist,40000,France,Hybrid,France,Large,25K-50K
2023,Senior-level,Full-time,Data Science Consultant,29453,Thailand,Hybrid,Thailand,Medium,25K-50K
2023,Senior-level,Full-time,Data Scientist,136000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,104000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,152380,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,121904,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Architect,168400,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Architect,105200,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,128280,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,106900,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Lead Data Scientist,192000,United States,Remote,United States,Large,150K–200K
2023,Mid-level,Full-time,Data Engineer,100000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Research Engineer,107309,Germany,Remote,Germany,Small,100K–150K
2023,Senior-level,Full-time,Research Engineer,85847,Germany,Remote,Germany,Small,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,275000,Germany,On-site,Germany,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,174000,Germany,On-site,Germany,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,170500,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,85000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Manager,72946,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Senior-level,Full-time,Data Manager,54365,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Executive-level,Full-time,Head of Data Science,160288,United Kingdom,On-site,United Kingdom,Medium,150K–200K
2023,Executive-level,Full-time,Head of Data Science,127467,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,80000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,65000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,124740,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,65488,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Quality Analyst,72200,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Quality Analyst,64980,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,179975,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,86466,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,90000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Insight Analyst,51039,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Mid-level,Full-time,Insight Analyst,42533,United Kingdom,On-site,United Kingdom,Medium,25K-50K
2023,Senior-level,Full-time,Data Science Manager,175000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Science Manager,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,230000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Manager,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Infrastructure Engineer,205920,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Infrastructure Engineer,171600,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,265000,United States,On-site,United States,Medium,200K+
2023,Mid-level,Full-time,Applied Machine Learning Engineer,130000,United States,On-site,United States,Medium,100K–150K
2022,Entry-level,Full-time,Data Scientist,168000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,AI Scientist,38631,Spain,Hybrid,Spain,Large,25K-50K
2023,Senior-level,Full-time,Data Engineer,167580,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,87980,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,202000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,135000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,104000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,65000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Research Engineer,230000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Research Engineer,148000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,269000,Canada,Remote,Canada,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,158000,Canada,Remote,Canada,Medium,150K–200K
2023,Senior-level,Full-time,Analytics Engineer,197000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Analytics Engineer,106000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Deep Learning Engineer,150000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Deep Learning Engineer,100000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,290000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,210000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,192000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,172800,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,300240,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,200160,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Analytics Engineer,175000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Analytics Engineer,140000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Manager,169000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Manager,100000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,370000,United States,On-site,United States,Medium,200K+
2023,Mid-level,Full-time,Data Engineer,115447,United Kingdom,Remote,United Kingdom,Large,100K–150K
2023,Senior-level,Full-time,Data Analyst,110000,United States,Remote,United States,Small,100K–150K
2023,Senior-level,Full-time,Data Analyst,80000,United States,Remote,United States,Small,50K–100K
2023,Entry-level,Full-time,Data Analyst,55000,United States,On-site,United States,Medium,50K–100K
2023,Entry-level,Full-time,Data Analyst,48000,United States,On-site,United States,Medium,25K-50K
2023,Senior-level,Full-time,Data Analyst,85000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,137500,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,81500,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,323300,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,184700,United States,On-site,United States,Medium,150K–200K
2021,Mid-level,Full-time,AI Scientist,30000,Ghana,On-site,Ghana,Small,25K-50K
2023,Senior-level,Full-time,Machine Learning Engineer,186000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Engineer,153088,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Infrastructure Engineer,190000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Infrastructure Engineer,160000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Engineer,200000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Infrastructure Engineer,190000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Infrastructure Engineer,183310,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Engineer,240000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,180000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,144000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,66000,United States,Remote,United States,Medium,50K–100K
2023,Mid-level,Full-time,Machine Learning Engineer,148500,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Machine Learning Engineer,126277,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Architect,228000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Architect,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Software Engineer,180000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Software Engineer,90000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,126500,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,78000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,180000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Software Engineer,272000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Software Engineer,170000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,80000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,60000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,259000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,146000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,139500,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,140000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,120000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,109371,Croatia,On-site,Croatia,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,72914,Croatia,On-site,Croatia,Medium,50K–100K
2023,Entry-level,Part-time,Data Analyst,17779,Poland,Remote,India,Large,<25K
2023,Entry-level,Full-time,Data Scientist,19522,Brazil,Remote,Brazil,Large,<25K
2023,Senior-level,Full-time,Data Science Lead,247500,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Science Lead,172200,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Infrastructure Engineer,107309,France,Remote,France,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Infrastructure Engineer,75116,France,Remote,France,Medium,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,288000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,140000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Science Lead,72914,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Mid-level,Full-time,Data Science Lead,60761,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,215050,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,156400,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Architect,198000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Architect,114000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,209300,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,182200,United States,Remote,United States,Medium,150K–200K
2022,Entry-level,Full-time,Data Scientist,85000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Machine Learning Engineer,48609,United Kingdom,Remote,United Kingdom,Medium,25K-50K
2023,Entry-level,Full-time,Research Engineer,120000,United Kingdom,Remote,United Kingdom,Medium,100K–150K
2023,Entry-level,Full-time,Research Engineer,60000,United Kingdom,Remote,United Kingdom,Medium,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,147100,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,90700,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,227000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analyst,108000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Architect,160000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,55800,Spain,Remote,Spain,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,51508,Spain,Remote,Spain,Medium,50K–100K
2023,Entry-level,Full-time,Data Analyst,60000,United States,Remote,United States,Large,50K–100K
2023,Entry-level,Full-time,Data Analyst,50000,KW,Hybrid,United States,Large,25K-50K
2023,Senior-level,Full-time,Data Engineer,226700,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,133300,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Big Data Architect,151902,United Kingdom,Remote,United Kingdom,Large,150K–200K
2023,Entry-level,Full-time,Data Scientist,9727,India,On-site,India,Large,<25K
2023,Senior-level,Full-time,Data Analyst,52500,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,250000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,162500,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,165000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,124000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,63000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Research Scientist,253750,Spain,On-site,Spain,Medium,200K+
2023,Senior-level,Full-time,Research Scientist,169200,Spain,On-site,Spain,Medium,150K–200K
2023,Mid-level,Full-time,Data Scientist,170000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Scientist,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,213580,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,163625,United States,Remote,United States,Medium,150K–200K
2023,Entry-level,Full-time,Data Engineer,12000,Vietnam,On-site,Vietnam,Large,<25K
2022,Senior-level,Full-time,Machine Learning Software Engineer,375000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,101943,Ireland,Remote,Ireland,Medium,100K–150K
2023,Mid-level,Full-time,Product Data Analyst,16414,India,Remote,India,Large,<25K
2023,Senior-level,Full-time,Machine Learning Engineer,220000,United States,On-site,United States,Medium,200K+
2023,Executive-level,Full-time,Data Engineer,210000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Science Manager,231250,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Science Manager,138750,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,284310,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,153090,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,125000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,105000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,109371,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,85066,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Entry-level,Full-time,Data Analyst,100000,United States,Hybrid,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Science Lead,225900,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Science Lead,156400,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,385000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analyst,60000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,95000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,135000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,93919,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,51962,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,241871,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,133832,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,90000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,192500,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Engineer,36000,Mexico,Remote,Mexico,Small,25K-50K
2023,Senior-level,Full-time,Research Scientist,370000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,235000,United States,Remote,United States,Medium,200K+
2023,Mid-level,Full-time,Machine Learning Engineer,121523,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2023,Mid-level,Full-time,Machine Learning Engineer,97218,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,216100,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,140800,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Machine Learning Engineer,145828,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2023,Senior-level,Full-time,Computer Vision Software Engineer,53654,Netherlands,Remote,Canada,Large,50K–100K
2023,Entry-level,Full-time,Data Scientist,110000,United States,Hybrid,United States,Small,100K–150K
2023,Mid-level,Full-time,Data Engineer,66837,United Kingdom,Remote,United Kingdom,Medium,50K–100K
2023,Mid-level,Full-time,Data Engineer,63192,United Kingdom,Remote,United Kingdom,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,60761,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Executive-level,Full-time,Data Engineer,284000,United States,Remote,United States,Medium,200K+
2023,Executive-level,Full-time,Data Engineer,236000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Research Scientist,248100,Canada,On-site,Canada,Medium,200K+
2023,Senior-level,Full-time,Research Scientist,145900,Canada,On-site,Canada,Medium,100K–150K
2023,Senior-level,Full-time,Research Engineer,155850,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Research Engineer,102544,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Scientist,151410,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Scientist,115360,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,66531,Spain,Remote,Spain,Medium,50K–100K
2023,Mid-level,Full-time,Data Engineer,59020,Spain,Remote,Spain,Medium,50K–100K
2023,Senior-level,Full-time,Director of Data Science,125686,Canada,Hybrid,Canada,Medium,100K–150K
2023,Senior-level,Full-time,Azure Data Engineer,100000,Netherlands,Hybrid,Netherlands,Large,50K–100K
2023,Entry-level,Full-time,Data Scientist,12767,India,Hybrid,India,Large,<25K
2023,Senior-level,Full-time,Data Scientist,185000,United Kingdom,On-site,United Kingdom,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,120250,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2023,Entry-level,Full-time,Data Engineer,26827,Germany,Remote,Germany,Large,25K-50K
2022,Entry-level,Full-time,Data Scientist,180000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Research Scientist,85000,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Research Scientist,70000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,BI Developer,135000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,BI Developer,100000,United States,Remote,United States,Medium,50K–100K
2023,Executive-level,Full-time,Data Analytics Manager,155000,United States,On-site,United States,Medium,150K–200K
2023,Executive-level,Full-time,Data Analytics Manager,140000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,225000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,ML Engineer,220000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,ML Engineer,150000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analytics Manager,204500,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analytics Manager,138900,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,107000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Research Scientist,23000,India,Remote,India,Large,<25K
2023,Mid-level,Full-time,Machine Learning Engineer,110000,United States,Remote,United States,Large,100K–150K
2023,Senior-level,Full-time,Data Engineer,265000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,182750,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,137500,United States,On-site,United States,Medium,100K–150K
2023,Executive-level,Full-time,Head of Data Science,314100,United States,On-site,United States,Medium,200K+
2023,Executive-level,Full-time,Head of Data Science,195800,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Applied Scientist,205000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Applied Scientist,180000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,165000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,144000,United States,Remote,United States,Medium,100K–150K
2023,Entry-level,Full-time,BI Developer,160000,United States,On-site,United States,Medium,150K–200K
2023,Entry-level,Full-time,BI Developer,100000,United States,On-site,United States,Medium,50K–100K
2023,Executive-level,Full-time,Data Engineer,200000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,150000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Manager,199000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Manager,112000,United States,On-site,United States,Medium,100K–150K
2023,Entry-level,Full-time,Big Data Engineer,130000,Sweden,Remote,Sweden,Small,100K–150K
2023,Entry-level,Full-time,Data Engineer,160000,United States,On-site,United States,Medium,150K–200K
2023,Entry-level,Full-time,Data Engineer,135000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,183000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,134000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Applied Scientist,350000,United States,On-site,United States,Large,200K+
2023,Senior-level,Full-time,Applied Scientist,262500,United States,On-site,United States,Large,200K+
2023,Senior-level,Full-time,Data Analyst,122000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,94000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,276000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Engineer,184000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Engineer,180000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Engineer,150000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,209450,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,158677,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,103200,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,61200,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,155000,United States,Remote,United States,Large,150K–200K
2021,Entry-level,Full-time,Marketing Data Engineer,66970,Singapore,Hybrid,Singapore,Large,50K–100K
2023,Senior-level,Full-time,Data Scientist,63312,CY,Hybrid,Estonia,Large,50K–100K
2023,Senior-level,Full-time,Data Scientist,240000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,139000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Architect,174500,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Architect,113000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,87000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,160000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,108000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,107250,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,300000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,119000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,285800,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,154600,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Head of Data Science,60795,India,Hybrid,India,Large,50K–100K
2023,Entry-level,Full-time,Data Analyst,30000,Argentina,Remote,United States,Small,25K-50K
2023,Mid-level,Full-time,Data Science Manager,220000,United States,On-site,United States,Medium,200K+
2023,Mid-level,Full-time,Data Science Manager,195000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Manager,168400,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Analytics Engineer,200000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Analytics Engineer,175000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Analytics Engineer,231250,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Analytics Engineer,138750,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,153000,Canada,Remote,Canada,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,94000,Canada,Remote,Canada,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,90000,United States,Remote,United States,Medium,50K–100K
2023,Entry-level,Full-time,Data Scientist,124234,United States,On-site,United States,Medium,100K–150K
2023,Entry-level,Full-time,Data Scientist,74540,United States,On-site,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,109000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,79000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Machine Learning Engineer,84053,France,Hybrid,France,Large,50K–100K
2023,Mid-level,Full-time,Machine Learning Engineer,50000,Armenia,On-site,Armenia,Small,25K-50K
